path	person	bird	cat	dog	horse	sheep	cow	elephant	bear	zebra	giraffe
dataset/000000000061.jpg	[261.2,205.92,48.08,57.24;393.39,210.34,32.53,39.74;261.54,196.57,34.21,54.18]	[]	[]	[]	[]	[]	[]	[370.11,248.9,83.09,47.64;223.25,250.1,141.92,77.71]	[]	[]	[]
dataset/000000262207.jpg	[127.5,41.14,18.19,29.02;203.75,56.88,88.75,278.75]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000393284.jpg	[169.93,210.51,129.94,125.56]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000000074.jpg	[295.55,93.96,18.42,58.83;326.94,97.05,13.55,25.93;356.62,95.47,15.71,52.08;462.08,105.09,31.66,41.9;277.11,103.84,15.33,46.88;282.65,103.41,11.69,24.25]	[]	[]	[61.87,276.25,296.42,103.18]	[]	[]	[]	[]	[]	[]	[]
dataset/000000393290.jpg	[1.37,146.88,304.9,482.06]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000262221.jpg	[120.1,235.49,100.19,280.29;271.82,122.25,132.31,175.46]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000524366.jpg	[193.28,241.81,59.21,59.21]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000000077.jpg	[216.04,56.31,103.45,118.93;320.73,53.73,94.63,97.28;24.83,167.53,97.0,165.41;286.32,101.29,24.7,41.72;266.35,58.18,22.93,82.52]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000131152.jpg	[226.53,113.75,76.15,111.82;290.81,131.64,128.49,127.53;109.27,142.54,28.31,25.93;452.14,133.8,55.58,26.9;438.22,168.52,21.43,14.82]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000524373.jpg	[594.7,306.97,12.59,28.98;546.06,279.9,8.83,27.84]	[]	[]	[]	[]	[]	[]	[]	[]	[195.16,336.65,48.26,33.57]	[378.41,115.69,105.9,346.13;110.04,269.81,23.66,87.3]
dataset/000000262229.jpg	[63.85,104.93,192.48,282.06;258.28,96.72,244.67,301.07;442.19,33.43,106.97,325.67;175.03,69.11,231.06,312.2]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000000086.jpg	[152.11,183.1,129.15,375.97]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000425988.jpg	[]	[265.6,166.27,242.04,173.49;186.62,95.27,187.68,220.74]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000040971.jpg	[]	[260.44,159.03,228.04,181.55]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000434190.jpg	[]	[223.04,64.79,210.26,131.03;159.22,152.34,132.37,238.11]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000270351.jpg	[]	[280.21,340.32,76.56,76.51;496.67,334.2,80.3,85.62;0.15,340.87,88.53,71.4]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000229396.jpg	[403.83,318.23,24.62,43.39]	[240.1,157.61,16.58,9.91]	[]	[]	[]	[]	[]	[336.05,316.01,54.08,52.79;464.52,283.01,82.84,100.43;438.39,285.14,35.26,89.74;347.89,292.98,50.78,69.34]	[]	[]	[]
dataset/000000466965.jpg	[]	[52.08,126.28,267.23,505.69;215.97,11.31,71.11,122.38]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000016408.jpg	[]	[218.2,140.58,158.3,134.05]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000401434.jpg	[]	[18.63,118.1,461.26,294.43]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000106525.jpg	[113.26,114.46,526.74,359.19]	[377.81,164.39,170.32,157.93]	[]	[0.97,25.05,243.39,448.0]	[]	[]	[]	[]	[]	[]	[]
dataset/000000303133.jpg	[]	[81.03,83.01,316.94,134.46]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000417823.jpg	[]	[333.34,75.53,125.8,331.5;1.83,0.52,120.05,148.88;378.06,22.07,139.14,223.57]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000344096.jpg	[]	[273.28,107.1,72.26,113.81]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000475169.jpg	[113.32,89.8,40.25,120.74;163.39,94.96,47.04,116.8;216.72,118.1,16.09,60.59;248.85,148.7,9.18,25.15]	[240.97,349.85,65.15,31.81;204.44,327.5,66.3,36.29;75.9,322.68,53.35,38.85;68.82,345.94,25.69,25.7;247.1,234.39,14.2,17.37;28.85,243.46,34.28,13.28;117.99,237.7,22.57,14.78;155.88,243.8,20.33,14.49;243.56,303.84,35.24,33.41;170.72,304.1,26.47,21.67;167.22,278.73,29.23,17.21;270.99,344.14,54.49,20.97;190.48,235.92,9.88,13.75;207.08,285.01,21.35,24.76;88.78,245.97,24.83,7.8;218.14,300.62,44.32,16.88;0.9,317.3,60.66,46.07;1,234,332,135]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000188454.jpg	[]	[282.57,182.25,257.72,154.63]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000573479.jpg	[]	[321.24,145.38,235.66,230.96]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000573484.jpg	[]	[265.82,11.71,328.89,407.29;291.05,157.91,92.81,249.6;209.05,162.19,82.0,246.9;143.13,151.7,70.76,168.79;38.09,167.92,121.05,239.9;59.92,170.03,125.79,248.97;1,233.3,61.42,185.7;236.18,154.96,106.95,264.04;160.47,151.16,102.91,236.23]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000057390.jpg	[]	[192.65,66.79,389.58,297.96]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000221232.jpg	[92.13,1,311.88,427.62]	[142.92,200.78,235.29,208.3]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000581686.jpg	[]	[272.37,263.23,138.92,161.77;402.15,255.0,201.08,165.43]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000335929.jpg	[]	[246.98,91.17,101.88,210.13;402.52,85.89,97.67,211.76]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000262201.jpg	[]	[310.25,204.96,29.25,54.48]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000303163.jpg	[]	[317.44,153.75,3.82,4.08;324.5,212.73,8.59,7.01;343.51,145.1,9.59,6.92;325.36,142.41,6.29,3.44;379.68,190.22,5.8,4.09;370.99,203.73,3.37,4.02;364.52,224.51,5.61,4.34;370.6,244.8,5.69,4.82;173.51,233.45,4.14,3.13;185.07,211.69,3.23,4.52;383.24,147.62,5.35,4.45;351.88,238.91,3.77,3.07;310.98,162.84,3.1,3.62;168,140,261,110]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000262204.jpg	[]	[387.23,153.66,8.25,7.21;272.45,149.4,23.85,13.04]	[]	[]	[]	[]	[]	[169.44,124.45,281.45,161.78;128.92,214.63,56.94,40.67]	[]	[]	[]
dataset/000000254009.jpg	[]	[178.63,399.72,15.98,11.03;123.37,398.99,18.72,11.27;103.72,394.64,14.5,11.98;264.92,391.35,20.74,8.72]	[]	[]	[]	[]	[]	[]	[]	[]	[177.58,250.5,78.69,139.13;79.6,235.06,100.24,108.82;394.45,206.62,136.93,133.83]
dataset/000000442431.jpg	[]	[7.2,48.31,66.1,46.01;257.81,0.39,104.1,80.53;448.48,377.85,17.67,10.56]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000172096.jpg	[]	[102.02,512.01,52.43,72.13]	[38.23,130.08,441.77,500.36]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000163908.jpg	[]	[255.83,89.2,125.16,332.22]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000581702.jpg	[]	[93.95,176.98,457.75,265.47]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000139334.jpg	[]	[176.38,187.66,157.24,126.99;317.2,123.66,174.2,162.36;209.85,158.1,66.38,56.75;110.75,279.57,70.97,58.06;202.91,308.74,74.17,50.34;283.5,317.13,49.58,37.5;332.63,320.04,56.38,45.33;217.04,302.47,83.54,40.19;267.65,330.92,17.51,16.18]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000450631.jpg	[]	[187.31,47.53,98.55,147.47]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000524361.jpg	[]	[73.76,100.97,288.6,205.53]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000393292.jpg	[]	[264.87,253.96,52.18,58.7;308.77,190.77,92.31,61.94]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000499789.jpg	[]	[50.9,355.96,42.14,35.37;138.84,356.6,39.04,32.59;172.24,375.08,21.03,20.54;322.76,360.68,20.44,38.75;26.26,353.05,10.43,35.06]	[]	[]	[]	[]	[24.0,188.94,41.08,28.26]	[]	[]	[]	[16.37,200.86,252.69,219.59;160.69,161.51,46.49,52.97;1,127.61,19.17,89.14;99.67,160.21,17.29,36.88]
dataset/000000548943.jpg	[]	[175.0,117.97,133.6,97.33]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000565332.jpg	[]	[269.15,156.36,25.66,39.45]	[]	[]	[]	[]	[]	[]	[]	[320.02,150.88,221.81,130.64;192.92,227.29,89.19,79.32;30.45,227.35,178.53,95.48]	[]
dataset/000000491606.jpg	[]	[448.18,241.42,27.27,83.0]	[]	[]	[]	[]	[61.67,110.08,338.16,230.23]	[]	[]	[]	[]
dataset/000000082007.jpg	[]	[219.19,201.14,151.36,165.77]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000532568.jpg	[]	[235.23,139.7,2.98,2.52;244.29,135.44,6.26,5.33;232.81,123.35,2.32,4.32;424.63,158.99,4.38,2.92;405.03,174.77,3.74,3.18;394.6,170.79,1.7,3.3;377.32,176.43,4.69,2.43;370.72,172.53,2.6,2.71;219.49,187.53,4.61,4.06;240.52,196.63,4.7,3.6;234.69,165.72,3.96,3.18;224.41,125.42,4.07,3.82;253.71,150.95,4.24,3.21;395.75,131.08,2.57,2.76;187.08,123.16,3.68,2.71;159.56,229.05,2.8,2.62;377.87,208.76,2.41,2.67;229.2,158.69,2.25,1.88;1,47,499,232]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000426073.jpg	[]	[286.2,153.76,190.98,101.54;126.67,136.0,140.13,165.15]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000516186.jpg	[]	[178.16,287.93,120.6,339.9]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000368731.jpg	[]	[442.39,147.04,80.43,119.47;209.02,127.49,106.49,152.32]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000172123.jpg	[]	[226.1,106.74,337.08,142.31]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000458846.jpg	[]	[126.97,169.51,5.72,7.24;140.33,168.48,3.91,8.23;407.35,212.3,10.17,11.03;392.32,211.88,9.07,7.96;321.55,202.25,6.72,4.64;341.5,202.62,8.43,9.25;429.13,217.5,10.97,9.02;169.79,169.89,7.49,9.56;149.74,167.68,6.51,9.91;158.61,169.56,7.73,8.59;185.39,171.36,5.31,6.13;195.53,171.67,6.47,6.65;279.12,177.61,8.25,6.91;201,171,264,59]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000557150.jpg	[]	[272.93,12.37,41.93,40.39;241.52,1.07,29.12,20.75;340.85,50.52,171.51,162.87]	[]	[]	[]	[137.56,163.3,200.71,241.0;335.17,148.45,213.11,163.45]	[]	[]	[]	[]	[]
dataset/000000180324.jpg	[]	[391.19,245.75,76.04,68.71;176.81,255.98,47.64,65.96]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000409701.jpg	[]	[275.19,73.59,111.08,198.82;6.32,9.09,199.29,130.52;360.3,24.28,275.35,259.12;141.35,30.63,185.75,118.09]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000082021.jpg	[]	[20.13,27.87,617.03,328.26]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000286823.jpg	[]	[331.94,122.35,63.07,96.7]	[]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000286720.jpg	[]	[]	[176.17,181.68,199.57,181.67]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000073729.jpg	[]	[]	[0.92,0.92,560.15,280.99]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000417802.jpg	[]	[]	[238.44,64.02,220.83,325.53]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000229387.jpg	[]	[]	[40.17,181.96,599.83,251.32]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000532491.jpg	[]	[]	[150.27,38.48,338.12,383.02]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000196619.jpg	[]	[]	[1.08,232.26,305.37,260.21]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000303116.jpg	[]	[]	[166.54,335.83,203.7,286.28]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000196623.jpg	[426.07,196.31,213.93,278.3]	[]	[198.37,49.44,441.63,425.52]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000565258.jpg	[]	[]	[139.3,94.94,500.7,217.92]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000458762.jpg	[]	[]	[7.7,5.6,405.3,420.89;376.48,175.09,221.78,251.91]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000057362.jpg	[216.4,57.22,112.9,110.21;50.26,84.12,117.24,248.88]	[]	[375.34,16.87,121.29,195.92]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000294943.jpg	[243.29,1,183.72,370.53]	[]	[122.58,191.69,143.55,165.32]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000122913.jpg	[]	[]	[63.09,61.5,160.93,178.5]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000311331.jpg	[]	[]	[175.12,328.27,23.36,43.39]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000376868.jpg	[]	[]	[264.09,91.15,74.76,104.9]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000114726.jpg	[]	[]	[211.97,13.49,234.49,170.44]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000434214.jpg	[48.82,131.06,147.75,262.44]	[]	[316.94,240.04,196.93,130.51;187.07,181.12,137.27,94.75;175.32,361.59,340.9,165.58;145.76,296.76,137.2,124.82]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000188459.jpg	[]	[]	[195.52,22.69,444.48,432.41]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000466988.jpg	[]	[]	[1.85,128.2,477.69,297.8]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000434222.jpg	[322.41,278.27,316.65,143.93]	[]	[1,224.56,275.05,117.33]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000032816.jpg	[]	[]	[271.03,216.72,366.21,255.52]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000409652.jpg	[]	[]	[1,14.75,361.48,606.15]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000524340.jpg	[]	[]	[170.67,248.7,243.61,331.7;4.88,61.22,353.51,142.81]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000442422.jpg	[]	[]	[125.81,101.61,150.8,161.29;236.8,147.9,147.9,181.84]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000196664.jpg	[]	[]	[10.32,85.68,515.1,277.67]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000155707.jpg	[]	[]	[25.33,28.25,296.15,419.88]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000360510.jpg	[]	[]	[261.5,259.76,123.44,83.21]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000180287.jpg	[]	[]	[1.9,1,638.1,394.48]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000335940.jpg	[]	[]	[1,80.41,468.75,273.98]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000122953.jpg	[]	[]	[309.19,224.04,118.45,159.59]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000540750.jpg	[]	[]	[159.31,316.72,100.73,67.84]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000458832.jpg	[]	[]	[301.99,12.3,193.13,206.04]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000581717.jpg	[]	[]	[108.33,102.7,347.5,258.46]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000163928.jpg	[]	[]	[109.21,100.42,323.69,126.09]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000442457.jpg	[]	[]	[10.58,2.4,628.0,369.3]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000344154.jpg	[2.16,84.13,271.82,326.84]	[]	[56.09,58.25,508.04,261.03]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000114776.jpg	[]	[]	[26.18,253.19,45.9,27.1]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000254045.jpg	[]	[]	[57.27,23.05,269.17,562.68]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000516194.jpg	[]	[]	[120.81,87.73,441.53,514.88]	[89.21,147.39,134.47,265.05]	[]	[]	[]	[]	[]	[]	[]
dataset/000000155749.jpg	[]	[]	[33.03,1,342.71,628.57;328.97,188.78,147.12,333.47]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000295016.jpg	[]	[]	[26.15,81.2,439.05,381.25]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000295017.jpg	[]	[]	[34.41,250.27,342.11,263.82]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000409707.jpg	[326.49,184.32,76.75,164.33;230.63,194.66,86.37,151.34]	[]	[189.94,71.23,216.77,174.45]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000335982.jpg	[]	[]	[161.29,69.91,159.68,300.0]	[]	[]	[]	[]	[]	[]	[]	[]
dataset/000000319601.jpg	[]	[]	[46.96,63.13,566.64,239.44]	[]	[]	[]	[]	[]	[]	[]	[]
